396777	458531	449
335146	591292	470
504057	827904	509
465941	670336	509
407966	853208	525
510265	758136	509
766751	874893	525
734083	985409	525
249870	711044	509
60045	901609	525
547898	630410	509
527572	884112	525
172309	581691	470
460832	550694	470
191843	310260	443
17083	151051	375
244186	534326	470
426862	618975	470
291362	391196	441
223329	358902	443
125227	727278	509
165558	345584	443
51833	277451	443
892039	897769	370
581943	660754	509
390321	438994	449
14141	692962	509
172651	217486	386
82330	167313	383
356010	924202	525
78679	376008	443
129552	540481	470
411043	879266	525
30218	996688	525
847136	869208	419
478298	651023	509
302753	746221	509
376234	457403	449
301002	816853	509
165714	404735	443
921965	935844	476
202499	623012	470
55922	173703	383
127209	945108	525
588201	755822	509
490925	710707	509
6948	692494	509
178084	676653	509
639319	875603	525
297235	481838	449
84710	980047	525
124908	456036	449
509869	855714	525
466602	669993	509
665655	977857	525
241260	264118	407
349154	637756	509
8609	230070	386
395780	541939	470
106753	826957	509
77	279811	443
369026	798588	509
393793	893275	525
244164	337200	407
58741	862074	525
657929	972928	525
70129	203164	383
202879	871028	525
872046	896070	445
42183	282975	443
162292	768924	509
124290	642539	509
111814	565812	470
207408	431327	449
10057	899127	525
615677	785289	509
132984	763482	509
552143	855082	525
417568	432444	418
238273	866677	525
259564	742181	509
446446	687403	509
184204	602689	470
259093	293371	407
67775	336119	443
167993	437673	449
342919	932445	525
294611	599796	470
641918	866714	525
400557	698642	509
18573	439724	449
206256	580374	470
372588	830324	509
266068	736238	509
342355	847008	525
202267	336081	443
475	728771	509
355845	785746	509
746262	894253	525
367554	411419	449
267390	388758	441
324111	351881	441
450007	494187	444
219522	664293	509
136368	138041	331
12938	935158	525
686178	810933	504
290686	451096	449
797583	942357	525
342717	619977	470
471825	952081	525
454578	884453	525
559623	623136	447
656090	875947	525
189404	322410	443
610417	850861	525
581085	976280	525
279615	964314	525
454741	976463	525
734825	857307	525
303853	532914	470
686664	765632	504
374239	902572	525
197476	546277	470
638341	906994	525
12224	464429	449
428162	809622	509
578150	619104	447
386883	736974	509
663344	860059	525
154014	320846	443
241569	941255	525
5039	906073	525
253330	995035	525
170438	277707	443
6151	593940	470
186555	576963	470
529310	585525	452
35824	385933	443
253117	485220	449
317725	660331	509
34854	564777	470
15101	643278	509
140007	574247	470
939447	978614	507
305254	756765	509
270026	400966	441
254365	836583	509
364663	439481	449
229086	716345	509
174032	925719	525
121660	196146	383
73104	782960	509
247458	814772	509
424097	884324	525
248278	620859	470
606298	796140	509
385455	459597	449
314951	686153	509
146738	383390	443
187838	860345	525
610975	656483	509
702860	981641	525
21876	392045	443
256036	296192	407
127063	131552	344
745290	914690	525
698849	800115	504
74012	851241	525
475440	814805	509
305710	699371	509
51987	489831	449
86562	994019	525
527764	810332	509
215806	626493	509
255480	816172	509
162313	224600	386
255784	777449	509
52065	499576	449
61748	393553	443
303034	697525	509
580681	596503	434
154267	522290	470
952885	972255	458
50450	265947	443
572148	970125	525
32171	331200	443
250109	493687	449
35192	247202	443
71634	882053	525
567713	680003	509
435426	775249	509
395704	543359	470
184785	812293	509
356998	583878	470
504462	993890	525
105304	754425	509
865045	985494	507
409300	905212	525
158255	310860	443
477483	828136	509
851183	926578	476
565007	679790	509
222918	351290	443
44317	374099	443
131316	657659	509
57028	151462	375
146006	638088	509
476455	724292	509
291842	614651	470
74293	741813	509
213458	799231	509
26601	655054	509
96867	292883	443
26255	110818	354
490264	776230	509
141671	955746	525
30697	939426	525
455998	851390	525
194963	335468	443
714750	823814	468
326050	972164	525
401348	792874	509
57737	284952	443
144999	570800	470
529530	609306	452
184964	850465	525
745285	865016	525
503988	901774	525
355849	925444	525
29134	527213	470
238651	407463	441
187543	948800	525
563790	751691	509
461936	558072	470
413234	446550	418
306741	637178	509
17344	211693	383
300172	522062	470
437340	564268	470
285726	979727	525
689257	975034	525
451983	597410	470
336365	483799	449
262005	277159	407
151406	423241	449
318633	940847	525
494501	949997	525
30535	147280	375
153105	911883	525
435255	729196	509
107295	843274	525
2763	290788	443
22271	40753	324
91075	373302	443
420311	850033	525
586310	717663	509
238480	900374	525
8961	628330	509
420011	608866	470
901728	920540	476
43006	483708	449
25325	62365	340
150922	837836	525
793247	954957	525
443182	898770	525
205697	321215	443
106525	934621	525
730738	950772	525
19105	923541	525
106068	965703	525
8618	813446	509
555672	764318	509
174698	237333	443
380625	381768	374
215977	772813	509
355984	587985	470
557044	675838	509
514604	728333	509
89998	144368	375
540927	662334	509
402399	636836	509
327421	790867	509
21504	950096	525
556260	743752	509
193073	209814	373
208938	229249	386
9040	187065	383
668581	932207	525
344901	923178	525
832493	885711	525
251052	271615	407
9570	101895	351
307148	942565	525
344803	610624	470
823735	981340	525
476288	755506	509
46035	466790	449
31251	294524	443
799361	857938	525
116722	239643	443
303515	574693	470
587859	849793	525
438396	687739	509
192423	781662	509
124004	699979	509
418712	528828	470
142212	479922	449
495710	552455	470
93337	253916	443
225394	815572	509
644917	767139	504
107681	300713	443
8248	989892	525
84514	885342	525
364690	659555	509
565648	701169	509
398567	840694	525
195966	567016	470
344530	499050	449
662993	786120	504
154514	893549	525
216727	531221	470
987985	995001	365
34400	162752	383
48363	174916	383
867280	984373	507
360809	409744	436
53392	352729	443
531302	964654	525
307449	769956	509
426641	554283	470
30768	780114	509
519888	581545	452
313592	879801	525
689283	921702	525
840654	930044	476
321580	451683	449
562080	793733	509
244327	480621	449
114415	501851	449
435697	449204	400
26152	321515	443
57217	252851	443
537854	819045	509
286836	761967	509
125058	558913	470
181833	766995	509
314639	895254	525
503906	763225	509
397341	915302	525
271120	297765	389
949972	959290	414
491074	872456	525
207184	489289	449
243188	451045	449
513212	878901	525
324381	997716	525
556542	759474	509
442479	707768	509
373946	456561	449
653276	971127	525
321441	997990	525
183897	689078	509
199286	657906	509
102304	448826	449
24615	31018	308
599603	675168	509
59376	377320	443
417254	580698	470
538748	858090	525
136480	419294	449
165716	531038	470
481680	695302	509
138704	909036	525
354194	463619	449
216783	812239	509
34328	993461	525
73281	153196	375
315032	547873	470
787386	960571	525
314207	879240	525
482201	858666	525
382183	615477	470
4605	863260	525
69451	561571	470
218733	494891	449
398406	858143	525
175717	779538	509
345125	941393	525
900086	992522	507
816006	984009	525
570773	587304	434
731953	869235	525
812786	863137	525
14840	442896	449
741327	835151	468
763654	831901	468
287010	876578	525
367560	412721	449
240656	749564	509
462937	491281	413
267804	788075	509
43585	156909	383
484161	803461	509
51073	292294	443
280302	611072	470
27616	441697	449
732194	919530	525
84805	388455	443
196404	961055	525
197508	241396	443
134479	393892	443
2519	220076	386
793036	812740	468
739766	834220	468
59088	382129	443
343985	818434	509
127243	464740	449
301913	733934	509
361345	698411	509
131624	622985	470
607518	734456	509
172231	537486	470
59307	631498	509
260565	643874	509
596132	649885	509
197056	291039	443
300235	950716	525
215100	464690	449
67258	442112	449
362772	758916	509
144255	569247	470
10668	459071	449
194652	580446	470
70939	246600	443
178032	877151	525
725971	972818	525
475881	751346	509
233940	795963	509
496888	744025	509
375821	762560	509
178122	242947	443
428923	655046	509
555009	709177	509
880745	970016	507
148204	907941	525
296484	600527	470
73335	135815	354
233750	326329	407
147761	483370	449
642162	837274	504
254760	703226	509
42478	581560	470
222459	731297	509
544453	922477	525
813968	916399	525
408002	852218	525
588085	642973	509
514603	931887	525
54845	847051	525
433617	627143	509
600146	856822	525
401277	519165	470
362177	610156	470
96169	460315	449
636405	878853	525
658189	865149	525
176793	255572	443
284210	806883	509
200560	546551	470
333156	847443	525
148258	327943	443
105702	272055	443
57601	575469	470
5319	39150	324
778552	851360	525
208564	285428	443
135372	827657	509
126911	615351	470
358052	852043	525
601637	727981	509
462397	675025	509
123935	199912	383
656228	876136	525
143048	845227	525
149991	990032	525
287771	290205	389
94493	721541	509
655199	679560	442
921042	948533	507
353938	477844	449
232599	754008	509
164383	496489	449
294538	801160	509
353762	401378	436
271696	769037	509
746933	883238	525
299504	441195	449
66966	533813	470
881972	935337	476
636974	759197	504
418969	963552	525
401419	857959	525
393436	863075	525
18894	637214	509
225876	929602	525
258954	487584	449
49682	84681	351
148304	569355	470
358695	848633	525
268274	534088	470
296242	737744	509
370001	489430	449
380410	630496	509
782401	891341	525
593685	833317	509
369835	784779	509
21653	203475	383
576835	837069	509
78382	543377	470
201234	472402	449
241593	667980	509
182016	240093	443
747	316555	443
153461	196596	383
32537	937648	525
60871	825495	509
195982	381783	443
29164	31923	285
42100	401759	443
303398	872661	525
88049	288626	443
363635	786463	509
261354	261593	301
345316	819524	509
289264	312093	371
294938	825530	509
307917	873681	525
203509	517303	470
283115	566683	470
126226	144167	375
590857	667593	509
450934	541481	470
590813	926762	525
647734	781595	504
181950	235294	443
260057	586817	470
450865	781636	509
634109	715867	504
190375	510665	449
420870	475761	444
159777	944566	525
482862	641418	509
49143	499244	449
141082	395883	443
608261	926048	525
206533	879926	525
331089	466908	449
338158	341104	366
140273	408242	443
461534	943797	525
582761	597111	434
121499	891428	525
47882	413554	449
580326	604197	434
17376	387372	443
332698	453736	449
79609	891027	525
390542	798618	509
471860	553019	470
520265	662082	509
432558	725768	509
425301	725256	509
37120	183138	383
200345	205528	355
763666	774508	468
244421	966960	525
179218	196583	365
13259	650099	509
271174	385861	441
91583	846231	525
325370	512738	470
40759	685096	509
65685	193959	383
70405	378116	443
78933	861312	525
772032	832696	468
186527	289456	443
93601	358970	443
336486	992023	525
226898	783254	509
743273	832552	468
231297	762569	509
71358	613533	470
452035	785265	509
35527	606385	470
54785	746029	509
35359	319991	443
311449	925126	525
162052	899387	525
24118	383722	443
290722	518367	470
50078	280384	443
147443	939879	525
138555	764705	509
445864	545547	470
513404	949164	525
740629	962936	525
117193	444505	449
47129	226506	386
651570	669612	442
273503	358860	441
338357	957300	525
296220	668632	509
953242	981504	458
186803	407016	443
650257	723778	504
138585	405934	443
300566	889975	525
675347	715965	504
589292	857769	525
373724	967638	525
979701	986785	427
29442	573387	470
576484	717301	509
15441	321894	443
347229	750945	509
274950	312823	389
105198	536127	470
361517	725649	509
117279	649037	509
808581	816313	406
268768	672821	509
26778	159956	383
499205	518088	470
48525	255042	443
411867	973804	525
186362	215375	373
480925	862504	525
27051	334966	443
146495	766239	509
527276	833345	509
35276	338811	443
74208	405611	443
634314	923994	525
655620	722384	504
92716	908789	525
37290	519426	470
16888	916383	525
275592	821152	509
35872	970254	525
301484	486816	449
128334	595599	470
356613	419266	449
618034	901630	525
62356	855104	525
155853	625648	470
327953	652433	509
94296	799308	509
348106	820456	509
246432	720642	509
475236	991961	525
230253	519429	470
119598	752420	509
86413	225380	386
743237	873237	525
692425	911760	525
39129	344267	443
131490	178421	383
85729	895973	525
514013	595243	452
189771	703118	509
149611	883834	525
85008	776947	509
40218	537951	470
310255	349428	441
134326	893090	525
483944	966660	525
146324	572018	470
11401	345710	443
173822	993052	525
628402	743659	504
633974	701804	442
124679	508306	449
121115	329305	443
56317	663657	509
897963	958669	507
83244	455180	449
478220	618185	470
20016	646100	509
144127	297090	443
4650	852497	525
469599	742939	509
492931	665289	509
234527	625679	470
350130	369858	410
65625	267405	443
171353	361512	443
193941	379631	443
107738	354926	443
137049	519160	470
926604	977084	507
230369	243462	443
205674	841461	525
613953	635139	509
192577	489960	449
710603	962174	525
141642	376752	443
235078	939983	525
14540	888822	525
157307	764186	509
300889	487404	449
350249	660527	509
52276	56931	340
388591	465116	449
48391	397331	443
515975	983314	525
771070	845557	525
282323	469294	449
375454	771528	509
107763	818622	509
204505	680794	509
855808	901250	445
49054	282296	443
153416	735953	509
111164	949240	525
353535	541332	470
237806	312432	407
429003	590677	470
811380	899650	525
11028	156407	383
455025	832582	509
633189	849640	525
255463	607671	470
89471	451624	449
656379	851044	525
363862	639955	509
289363	971092	525
125668	905252	525
309750	731859	509
58496	608635	470
586213	697306	509
269038	510058	449
356232	590936	470
422245	456207	418
387595	544352	470
499317	584415	470
314032	936496	525
180812	992583	525
333966	838364	525
225485	720367	509
350677	780566	509
295958	669222	509
423356	490569	444
134911	165227	383
236183	749800	509
326536	886888	525
262123	757564	509
365947	902480	525
651190	655896	385
146945	449434	449
110036	683937	509
528303	614350	452
669782	917885	525
250481	931132	525
862059	928123	476
421987	684037	509
377324	978788	525
273497	448734	449
844894	861177	419
53978	796220	509
136373	576748	470
138157	361598	443
559936	877355	525
37383	487093	449
157518	202383	370
379054	871622	525
273210	445724	449
317261	840098	525
461753	953776	525
14349	193960	383
18142	490284	449
257447	920831	525
333717	873507	525
685504	989783	525
807640	950445	525
96819	447828	449
67704	483013	449
117305	118173	305
527420	987275	525
154603	614442	470
13805	640288	509
484767	873682	525
61416	290656	443
257011	883061	525
548366	563274	421
300571	707282	509
511346	685456	509
525476	927769	525
528551	860735	525
67357	284629	443
131896	357237	443
127068	711086	509
137259	773273	509
282710	680846	509
219551	340635	443
567298	800521	509
144051	372278	443
554291	741270	509
150745	192926	383
377879	956960	525
233802	764815	509
306270	928619	525
512991	915779	525
630620	895726	525
161263	186211	365
734939	865369	525
449878	861834	525
630965	693371	442
111728	468405	449
376004	854451	525
721950	816779	468
46039	683862	509
76379	316607	443
24484	186255	383
222574	694091	509
296659	330568	384
529835	796965	509
626217	896431	525
70083	789205	509
1336	990162	525
194279	504580	449
762498	853065	525
190172	764341	509
261728	374628	441
224004	350640	443
325938	360942	441
440536	574906	470
42856	549689	470
444788	449553	369
436745	740944	509
912911	915118	370
646184	787021	504
546684	733495	509
134571	295176	443
515231	967993	525
98229	502802	449
459996	956587	525
145772	321795	443
328282	927286	525
756050	923872	525
178337	247671	443
197013	988582	525
128845	184653	383
173025	874945	525
478457	805005	509
222715	574589	470
308946	877540	525
611390	793933	509
408397	821668	509
466164	763455	509
201583	229671	386
579684	703655	509
255770	843302	525
27498	597185	470
34041	111905	354
447102	869143	525
809340	985544	525
78418	423095	449
124400	859319	525
580434	781337	509
536111	610285	452
119930	792088	509
188581	504064	449
355699	396286	436
255606	489219	449
476855	823554	509
462569	506621	426
537546	739680	509
462633	631174	509
189797	680051	509
572820	685114	509
530566	957549	525
27624	922803	525
548218	980607	525
563936	822580	509
500253	968712	525
48893	750121	509
343186	920899	525
123442	649294	509
81370	582993	470
556092	691686	509
67273	207844	383
28512	204083	383
502553	632253	509
136369	842638	525
65125	955618	525
777846	800135	468
575419	881062	525
785214	842730	525
351863	357723	379
173174	829159	509
648812	908694	525
371816	626038	470
560054	613589	434
278363	471850	449
369626	600311	470
43827	810825	509
636587	671386	442
48400	323433	443
399449	694982	509
264082	534144	470
855580	968025	507
96127	525129	470
617778	993311	525
390007	836882	509
714528	857283	525
85894	535607	470
133399	342043	443
107346	539618	470
52351	355120	443
230440	989097	525
31330	86548	351
318093	377579	441
70531	983640	525
23152	346027	443
717815	960780	525
211853	691809	509
455603	513614	470
187604	740792	509
183336	463145	449
125851	516668	470
114422	604664	470
880875	952132	507
233289	293254	407
734669	846227	525
9774	628064	509
96570	648354	509
153681	318527	443
277721	379216	441
26638	968349	525
435124	919896	525
235165	523159	470
325774	977715	525
